Seconds,TC1,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9
352.25,120.73,122.56,126.67,128.67,124.56,126.17,122.95,127.62,128.06
352.5,120.73,122.51,126.56,128.56,124.45,126.01,122.95,127.51,128.06
352.75,120.67,122.51,126.51,128.56,124.51,126.01,122.9,127.78,128.01
353,120.67,122.51,126.45,128.62,124.56,126.06,123.01,127.67,128.01
353.25,120.62,122.51,126.45,128.45,124.45,125.95,122.95,127.62,127.95
353.5,120.62,122.45,126.4,128.51,124.45,125.84,122.95,127.67,127.95
353.75,120.62,122.45,126.17,128.51,124.51,125.95,122.9,127.73,127.84
354,120.51,122.34,126.12,128.4,124.34,125.78,122.9,127.73,127.84
354.25,120.51,122.4,126.01,128.34,124.28,125.78,122.9,127.62,127.84
354.5,120.4,122.45,125.84,128.34,124.23,125.78,122.9,127.62,127.73
354.75,120.45,122.34,125.9,128.23,124.23,125.62,122.9,127.62,127.73
355,120.4,122.34,125.84,128.28,124.23,125.67,122.95,127.45,127.73
355.25,120.34,122.34,125.78,128.23,124.17,125.62,123.01,127.51,127.67
355.5,120.4,122.23,125.78,128.17,124.06,125.56,122.95,127.56,127.73
355.75,120.34,122.23,125.78,128.17,124.17,125.51,122.78,127.51,127.62
356,120.28,122.23,125.67,128.23,124.06,125.34,122.78,127.34,127.73
356.25,120.28,122.17,125.73,128.12,124.01,125.4,122.95,127.45,127.67
356.5,120.23,122.23,125.73,128.01,123.95,125.34,122.84,127.34,127.67
356.75,120.17,122.17,125.62,128.01,123.95,125.34,122.9,127.06,127.51
357,120.17,122.12,125.62,127.9,123.95,125.28,122.9,127.06,127.56
357.25,120.01,122.12,125.51,127.95,123.95,125.23,122.73,126.84,127.45
357.5,119.95,122.12,125.45,127.84,123.84,125.17,122.73,126.95,127.51
357.75,120.01,122.06,125.45,127.84,123.84,125.17,122.78,126.84,127.51
358,120.01,122.06,125.28,127.78,123.73,125.12,122.78,126.67,127.51
358.25,119.84,122.01,125.23,127.78,123.73,125.01,122.84,126.67,127.4
358.5,119.73,122.01,125.17,127.84,123.78,125.01,122.78,126.78,127.51
358.75,119.73,121.95,125.23,127.73,123.73,124.84,122.73,126.9,127.4
359,119.67,122.06,125.23,127.73,123.56,124.95,122.73,126.9,127.28
359.25,119.67,121.9,125.17,127.62,123.62,124.84,122.78,126.95,127.28
359.5,119.67,121.9,125.06,127.62,123.51,124.78,122.56,126.95,127.28
359.75,119.62,121.84,125.01,127.51,123.56,124.73,122.56,127.01,127.28
360,119.51,121.78,124.95,127.51,123.51,124.73,122.67,126.84,127.23
360.25,119.56,121.78,124.9,127.51,123.51,124.67,122.62,126.78,127.17
360.5,119.51,121.73,124.95,127.4,123.51,124.56,122.56,126.9,127.12
360.75,119.45,121.78,124.9,127.51,123.51,124.56,122.34,126.84,127.17
361,119.51,121.78,124.84,127.45,123.4,124.51,122.34,126.84,127.06
361.25,119.45,121.67,124.67,127.34,123.4,124.45,122.34,126.84,127.06
361.5,119.34,121.67,124.4,127.28,123.34,124.4,122.51,126.9,127.06
361.75,119.34,121.62,124.28,127.28,123.28,124.4,122.56,126.62,127.06
362,119.28,121.67,124.17,127.17,123.23,124.34,122.56,126.62,127.01
362.25,119.23,121.56,124.17,127.17,123.23,124.28,122.56,126.56,127.01
362.5,119.17,121.56,124.01,127.06,123.12,124.12,122.51,126.45,127.01
362.75,119.06,121.56,123.95,127.06,123.12,124.12,122.56,126.34,127.01
363,119.06,121.51,124.01,127.06,123.06,123.95,122.34,126.4,126.9
363.25,119.06,121.51,123.95,126.95,123.06,124.01,122.34,126.4,126.9
363.5,118.95,121.4,123.95,127.06,123.01,123.95,122.4,126.4,126.84
363.75,119.06,121.45,123.95,127.01,123.01,123.9,122.45,126.4,126.73
364,118.95,121.51,123.9,126.84,122.9,123.84,122.51,126.4,126.73
364.25,118.95,121.45,123.9,126.9,122.95,123.78,122.56,126.4,126.73
364.5,118.84,121.34,123.84,126.9,122.95,123.84,122.73,126.01,126.78
364.75,118.62,121.4,123.84,126.84,122.78,123.78,122.73,126.06,126.73
365,118.45,121.34,123.78,126.73,122.78,123.73,122.67,126.12,126.67
365.25,118.28,121.34,123.73,126.78,122.73,123.67,122.62,125.9,126.62
365.5,118.12,121.28,123.62,126.73,122.62,123.62,122.62,125.95,126.56
365.75,117.95,121.34,123.56,126.67,122.56,123.51,122.56,125.78,126.51
366,117.84,121.23,123.56,126.73,122.51,123.56,122.56,125.78,126.51
366.25,117.78,121.23,123.45,126.67,122.56,123.51,122.56,125.84,126.45
366.5,117.67,121.28,123.45,126.62,122.51,123.51,122.45,125.9,126.45
366.75,117.45,121.28,123.4,126.51,122.45,123.45,122.51,125.62,126.45
367,117.45,121.34,123.34,126.51,122.4,123.34,122.56,125.45,126.45
367.25,117.4,121.23,123.4,126.51,122.34,123.34,122.45,125.56,126.45
367.5,117.28,121.12,123.34,126.45,122.34,123.17,122.56,125.62,126.4
367.75,117.28,121.12,123.4,126.34,122.28,123.06,122.56,125.62,126.4
368,117.23,121.12,123.17,126.34,122.23,123.17,122.62,125.56,126.4
368.25,117.23,121.12,123.12,126.28,122.23,123.06,122.45,125.56,126.4
368.5,117.23,121.12,123.01,126.4,122.34,123.17,122.45,125.45,126.34
368.75,117.06,121.06,122.9,126.34,122.17,123.17,122.45,125.51,126.28
369,117.06,121.12,122.95,126.28,122.12,122.95,122.62,125.34,126.28
369.25,116.84,121.01,122.78,126.23,122.12,122.9,122.51,125.4,126.23
369.5,116.78,121.06,122.78,126.17,122.12,122.67,122.51,125.51,126.28
369.75,116.73,121.01,122.73,126.06,122.06,122.62,122.56,125.4,126.17
370,116.73,120.95,122.73,126.01,122.12,122.56,122.51,125.4,126.17
370.25,116.62,120.95,122.78,125.95,121.95,122.62,122.4,125.45,126.06
370.5,116.45,120.95,122.67,125.95,122.01,122.62,122.45,125.28,126.06
370.75,116.28,120.9,122.62,125.9,121.84,122.62,122.34,125.28,126.01
371,116.23,120.84,122.62,125.95,121.9,122.56,122.23,125.17,125.9
371.25,116.28,120.95,122.62,125.9,121.9,122.62,122.23,125.17,125.9
371.5,116.23,120.84,122.62,125.78,121.73,122.56,122.23,125.12,125.84
371.75,116.23,120.67,122.56,125.78,121.73,122.45,122.28,125.12,125.84
372,116.23,120.67,122.45,125.73,121.73,122.4,122.34,125.17,125.73
372.25,116.17,120.62,122.45,125.67,121.67,122.34,122.34,125.12,125.73
372.5,116.23,120.56,122.4,125.62,121.67,122.34,122.34,125.01,125.67
372.75,116.12,120.45,122.34,125.56,121.56,122.28,122.34,124.9,125.67
373,116.12,120.4,122.28,125.56,121.56,122.34,122.34,124.56,125.62
373.25,115.95,120.28,122.12,125.51,121.45,122.17,122.23,124.56,125.51
373.5,116.06,120.34,122.12,125.4,121.56,122.23,122.17,124.73,125.51
373.75,115.95,120.12,122.06,125.4,121.4,122.12,122.17,124.73,125.51
374,115.9,120.17,122.01,125.4,121.45,122.12,122.12,124.56,125.4
374.25,115.84,120.17,122.01,125.34,121.4,122.12,122.23,124.73,125.4
374.5,115.73,120.12,121.95,125.28,121.34,122.01,122.23,124.78,125.28
374.75,115.62,119.95,121.78,125.28,121.34,122.01,122.23,124.78,125.23
375,115.51,119.9,121.67,125.17,121.34,121.95,122.17,124.84,125.17
375.25,115.34,119.78,121.62,125.06,121.28,121.95,122.06,124.84,125.17
375.5,115.28,119.78,121.51,125.01,121.12,121.78,122.12,124.56,125.06
375.75,115.17,119.67,121.28,124.95,121.06,121.73,121.78,124.62,125.01
376,115.12,119.73,121.12,124.9,121.06,121.62,121.73,124.62,124.95
376.25,115.06,119.62,121.12,124.95,121.01,121.67,121.73,124.56,124.9
376.5,115.01,119.62,121.12,124.95,121.01,121.45,121.84,124.4,125.01
376.75,115.01,119.51,121.06,124.84,120.9,121.45,121.84,124.28,124.9
377,114.95,119.51,120.95,124.78,120.9,121.34,121.84,124.17,124.84
377.25,114.84,119.45,120.84,124.78,120.84,121.34,121.73,124.12,124.84
377.5,114.78,119.4,120.84,124.73,120.78,121.4,121.78,124.01,124.84
377.75,114.78,119.28,120.84,124.62,120.73,121.34,121.9,124.12,124.78
378,114.62,119.28,120.73,124.56,120.67,121.28,121.73,124.12,124.67
378.25,114.67,119.28,120.73,124.51,120.62,121.17,121.62,124.17,124.73
378.5,114.62,119.23,120.78,124.45,120.62,121.12,121.62,124.12,124.67
378.75,114.51,119.12,120.67,124.4,120.56,121.17,121.67,123.95,124.67
379,114.45,119.17,120.51,124.4,120.56,121.12,121.51,123.95,124.56
379.25,114.45,119.06,120.51,124.4,120.45,121.06,121.62,123.95,124.56
379.5,114.4,119.01,120.51,124.28,120.45,121.06,121.56,123.73,124.51
379.75,114.28,118.95,120.23,124.28,120.4,120.95,121.56,123.62,124.45
380,114.17,118.84,120.06,124.28,120.45,120.84,121.62,123.67,124.34
380.25,114.12,118.73,120.12,124.17,120.4,120.78,121.51,123.56,124.34
380.5,114.01,118.73,120.01,124.12,120.34,120.78,121.56,123.45,124.23
380.75,113.95,118.62,119.84,123.95,120.28,120.78,121.51,123.34,124.23
381,113.84,118.62,119.51,124.01,120.28,120.73,121.51,123.28,124.12
381.25,113.67,118.51,119.45,123.95,120.23,120.78,121.34,123.28,124.17
381.5,113.67,118.45,119.34,123.9,120.23,120.56,121.51,123.17,124.06
381.75,113.67,118.45,119.45,123.78,120.17,120.56,121.45,123.28,124.17
382,113.73,118.45,119.4,123.84,120.23,120.45,121.56,123.17,124.06
382.25,113.56,118.28,119.51,123.73,120.12,120.45,121.51,123.17,124.06
382.5,113.51,118.4,119.51,123.73,120.06,120.56,121.4,123.17,124.06
382.75,113.45,118.23,119.45,123.62,120.01,120.51,121.17,123.12,124.01
383,113.34,118.12,119.45,123.56,119.9,120.45,121.06,122.95,124.01
383.25,113.23,118.17,119.4,123.51,120.01,120.34,121.12,122.9,123.9
383.5,113.17,118.12,119.4,123.51,120.01,120.4,121.23,122.84,123.84
383.75,113.12,117.95,119.4,123.34,119.84,120.34,121.17,122.73,123.78
384,113.06,118.01,119.4,123.28,119.9,120.28,121.12,122.73,123.67
384.25,112.95,117.95,119.4,123.34,119.9,120.17,121.12,122.4,123.67
384.5,112.95,117.9,119.34,123.28,119.78,120.23,121.12,122.12,123.73
384.75,112.9,117.84,119.28,123.17,119.73,120.23,121.01,122.06,123.67
385,112.84,117.9,119.23,123.12,119.78,120.12,121.12,122.23,123.62
385.25,112.73,117.78,119.01,123.06,119.62,120.12,121.06,122.01,123.56
385.5,112.67,117.67,118.9,123.01,119.56,119.95,121.06,121.84,123.45
385.75,112.51,117.67,118.9,122.95,119.56,119.73,120.95,121.78,123.4
386,112.4,117.62,118.95,122.78,119.51,119.73,120.95,121.67,123.34
386.25,112.4,117.56,118.9,122.84,119.62,119.84,120.95,121.73,123.28
386.5,112.4,117.51,118.9,122.78,119.67,119.67,120.9,121.78,123.23
386.75,112.34,117.56,118.95,122.73,119.56,119.73,120.78,121.78,123.17
387,112.4,117.51,118.9,122.73,119.45,119.67,120.84,121.78,123.12
387.25,112.28,117.45,118.84,122.56,119.45,119.67,121.01,121.9,123.06
387.5,112.28,117.45,118.78,122.56,119.45,119.67,121.12,122.01,123.12
387.75,112.28,117.45,118.9,122.51,119.34,119.62,121.06,121.9,123.12
388,112.17,117.34,118.78,122.4,119.34,119.45,121.12,121.78,123.12
388.25,112.23,117.34,118.73,122.4,119.28,119.28,121.06,121.67,123.12
388.5,112.23,117.34,118.67,122.34,119.17,119.23,121.06,121.67,122.95
388.75,112.12,117.34,118.62,122.23,119.12,119.34,121.06,121.51,122.95
389,112.06,117.23,118.51,122.28,119.17,119.28,121.01,121.45,122.9
389.25,112.06,117.17,118.34,122.23,119.12,119.34,120.95,121.4,122.9
389.5,111.95,117.23,118.34,122.12,119.12,119.28,120.9,121.51,122.84
389.75,111.95,117.23,118.34,122.12,119.06,119.12,120.9,121.45,122.84
390,111.78,117.06,118.17,122.06,119.06,119.06,120.84,121.4,122.73
390.25,111.84,117.01,118.12,122.01,119.01,119.17,120.84,121.23,122.67
390.5,111.78,117.01,118.06,122.01,118.95,119.06,120.84,121.12,122.67
390.75,111.67,116.9,117.9,121.95,118.84,119.06,120.84,121.01,122.51
391,111.56,116.84,117.84,121.84,118.73,118.9,120.9,121.01,122.51
391.25,111.51,116.78,117.45,121.73,118.67,118.95,120.84,121.06,122.4
391.5,111.4,116.67,117.34,121.67,118.62,118.84,120.67,121.12,122.34
391.75,111.45,116.67,117.34,121.67,118.56,118.78,120.73,121.06,122.23
392,111.4,116.56,117.4,121.73,118.67,118.84,120.9,121.23,122.34
392.25,111.28,116.34,117.23,121.56,118.62,118.62,120.84,121.12,122.23
392.5,111.17,116.17,117.17,121.51,118.51,118.4,120.9,121.12,122.12
392.75,111.06,115.95,117.12,121.45,118.45,118.51,120.9,121.01,122.06
393,111.12,115.78,116.84,121.4,118.4,118.51,120.95,121.01,122.06
393.25,110.95,115.67,116.78,121.28,118.28,118.34,120.95,120.9,121.95
393.5,110.95,115.56,116.78,121.28,118.17,118.28,120.9,120.84,121.73
393.75,111.01,115.56,116.67,121.34,118.28,118.45,121.01,120.62,121.73
394,110.84,115.45,116.62,121.34,118.23,118.28,120.9,120.17,121.73
394.25,110.84,115.56,116.28,121.23,118.17,118.28,121.06,120.12,121.67
394.5,110.84,115.51,116.06,121.12,118.17,118.17,121.01,120.28,121.73
394.75,110.9,115.51,116.01,121.06,118.17,118.01,120.9,120.4,121.67
395,110.84,115.45,115.9,121.01,118.06,117.84,120.73,120.28,121.56
395.25,110.84,115.45,115.9,121.06,118.06,118.01,120.67,120.4,121.51
395.5,110.84,115.4,115.78,120.9,118.01,118.06,120.51,120.34,121.56
395.75,110.78,115.28,115.62,120.9,117.9,117.9,120.45,120.4,121.45
396,110.67,115.23,115.4,120.84,117.84,117.84,120.28,120.34,121.4
396.25,110.62,115.17,114.78,120.78,117.9,117.84,120.12,120.23,121.34
396.5,110.62,115.17,114.56,120.78,117.9,117.84,119.67,120.34,121.23
396.75,110.56,115.17,114.12,120.67,117.84,117.73,119.67,120.23,121.17
397,110.51,115.12,113.95,120.62,117.73,117.73,119.73,120.17,121.12
397.25,110.51,115.12,113.67,120.56,117.73,117.45,119.67,120.12,121.01
397.5,110.4,115.01,113.78,120.51,117.67,117.23,119.62,119.9,121.06
397.75,110.34,114.9,113.56,120.51,117.56,117.45,119.73,119.67,120.95
398,110.28,114.9,113.45,120.45,117.62,117.56,119.56,119.73,121.01
398.25,110.12,114.78,112.84,120.28,117.51,117.45,119.51,119.78,120.9
398.5,110.06,114.67,112.67,120.23,117.34,117.45,119.51,119.78,120.9
398.75,110.01,114.73,112.62,120.28,117.34,117.01,119.4,119.78,120.9
399,110.01,114.67,112.4,120.17,117.34,117.23,119.4,119.51,120.84
399.25,109.95,114.56,112.17,120.12,117.23,117.23,119.51,119.62,120.67
399.5,109.84,114.56,112.34,120.12,117.23,117.34,119.45,119.56,120.67
399.75,109.9,114.56,111.78,120.06,117.23,117.28,119.4,119.67,120.78
400,109.78,114.51,111.73,120.01,117.12,117.23,119.51,119.45,120.56
400.25,109.78,114.45,112.06,119.95,117.06,117.17,119.34,119.28,120.56
400.5,109.73,114.45,112.17,119.84,117.06,117.12,119.51,119.4,120.51
400.75,109.67,114.34,111.9,119.78,117.01,117.17,119.4,119.12,120.4
401,109.56,114.34,111.62,119.78,116.95,116.9,119.34,119.06,120.23
401.25,109.51,114.34,111.56,119.73,116.78,116.9,119.12,119.12,120.28
401.5,109.45,114.12,111.23,119.62,116.84,116.9,119.06,119.12,120.23
401.75,109.4,114.12,111.34,119.62,116.78,116.95,119.06,119.06,120.12
402,109.51,114.06,110.67,119.62,116.67,116.95,119.17,119.01,120.12
402.25,109.34,114.06,110.56,119.45,116.62,116.9,119.17,119.12,120.12
402.5,109.4,114.01,110.95,119.45,116.67,116.84,118.9,119.12,120.01
402.75,109.34,113.95,111.17,119.45,116.62,116.73,118.9,119.12,119.95
403,109.28,114.01,111.23,119.4,116.56,116.45,118.9,119.23,119.9
403.25,109.28,113.95,110.73,119.28,116.51,116.45,119.06,119.12,119.9
403.5,109.17,113.9,110.51,119.28,116.51,116.28,119.17,119.06,119.84
403.75,109.12,113.78,110.67,119.23,116.4,116.4,119.12,119.12,119.73
404,109.06,113.84,110.67,119.06,116.4,116.28,119.23,119.06,119.73
404.25,108.95,113.84,110.84,119.06,116.34,116.23,119.28,119.17,119.67
404.5,108.95,113.78,110.56,119.06,116.28,116.28,119.28,119.12,119.62
404.75,108.95,113.84,110.84,118.95,116.23,116.23,119.28,119.06,119.62
405,108.95,113.78,110.9,118.84,116.23,116.17,119.28,119.01,119.67
405.25,108.78,113.84,110.73,118.84,116.12,116.23,119.28,118.84,119.51
405.5,108.78,113.84,110.12,118.9,116.17,116.28,119.34,118.73,119.51
405.75,108.73,113.67,109.78,118.73,116.06,116.12,119.23,118.4,119.45
406,108.67,113.62,110.12,118.67,116.01,116.12,119.28,118.56,119.34
406.25,108.62,113.56,109.78,118.62,116.01,116.12,119.23,118.56,119.45
406.5,108.51,113.51,110.01,118.56,115.95,116.12,119.23,118.51,119.4
406.75,108.45,113.34,109.95,118.56,116.01,116.06,119.12,118.45,119.28
407,108.4,113.28,109.78,118.51,115.9,115.9,119.12,118.4,119.28
407.25,108.28,113.17,109.73,118.51,115.9,115.73,119.06,118.28,119.28
407.5,108.23,113.17,110.01,118.34,115.84,115.73,118.95,118.28,119.17
407.75,108.17,113.01,109.4,118.34,115.84,115.67,118.9,118.28,119.06
408,108.06,113.01,109.45,118.23,115.73,115.45,119.01,118.06,119.06
408.25,108.01,112.84,109.34,118.23,115.62,115.4,118.9,117.84,119.01
408.5,107.84,112.78,109.51,118.12,115.62,115.45,118.78,117.67,119.06
408.75,107.73,112.78,109.28,118.06,115.4,115.51,118.78,117.28,118.95
409,107.51,112.73,109.45,117.84,115.34,115.01,118.62,117.06,118.84
409.25,107.4,112.67,109.78,117.67,115.34,115.01,118.4,116.67,118.67
409.5,107.23,112.56,109.67,117.62,115.28,114.45,118.23,116.45,118.67
409.75,107.17,112.34,109.56,117.51,115.23,114.67,118.28,116.67,118.51
410,107.06,112.12,109.56,117.51,115.17,114.9,117.78,116.78,118.51
410.25,106.95,111.95,109.23,117.45,115.12,114.9,117.67,116.95,118.51
410.5,106.84,111.73,109.06,117.4,114.95,115.01,117.78,116.45,118.4
410.75,106.84,111.56,109.01,117.4,114.9,115.06,117.56,116.56,118.28
411,106.78,111.4,108.56,117.28,114.84,114.9,117.56,116.34,118.28
411.25,106.73,111.28,108.51,117.23,114.78,114.78,117.62,116.28,118.17
411.5,106.62,111.17,108.28,117.28,114.78,114.78,117.62,116.28,118.06
411.75,106.56,111.06,107.95,117.17,114.73,114.78,117.51,116.34,118.01
412,106.45,110.9,108.06,117.06,114.56,114.67,117.51,116.45,117.9
412.25,106.34,110.84,108.4,117.06,114.67,114.73,117.67,116.45,117.84
412.5,106.28,110.73,108.56,117.01,114.56,114.56,117.67,116.56,117.84
412.75,106.12,110.56,108.4,116.95,114.45,114.34,117.45,116.67,117.73
413,106.01,110.51,108.56,116.78,114.45,114.34,117.34,116.56,117.62
413.25,105.9,110.34,108.62,116.84,114.4,114.4,117.23,116.51,117.62
413.5,105.95,110.23,108.73,116.78,114.4,114.45,117.34,116.23,117.51
413.75,106.01,110.06,108.95,116.73,114.17,114.45,117.34,116.12,117.4
414,105.95,109.95,109.17,116.56,114.23,114.23,117.28,115.73,117.28
414.25,105.9,109.84,109.4,116.56,114.06,114.23,117.28,115.62,117.34
414.5,105.84,109.73,109.51,116.51,114.06,114.23,117.23,115.73,117.17
414.75,105.84,109.62,108.95,116.45,113.95,114.23,117.17,115.45,117.12
415,105.73,109.67,108.84,116.34,113.9,114.23,116.95,115.17,117.01
415.25,105.62,109.62,108.51,116.28,113.9,114.23,117.01,115.23,117.01
415.5,105.56,109.56,108.23,116.17,113.78,114.12,116.73,115.23,116.95
415.75,105.56,109.4,107.67,116.01,113.73,114.06,116.73,115.23,116.9
416,105.56,109.4,107.34,116.01,113.73,114.06,116.78,115.23,116.84
416.25,105.45,109.23,107.34,115.9,113.67,114.06,116.45,115.51,116.73
416.5,105.34,109.12,107.17,115.84,113.62,114.01,116.28,115.67,116.73
416.75,105.34,109.12,107.67,115.84,113.56,113.84,116.28,115.56,116.67
417,105.4,109.01,107.95,115.73,113.51,113.84,116.4,115.4,116.62
417.25,105.4,109.01,108.34,115.67,113.51,113.9,116.4,115.17,116.62
417.5,105.45,109.06,108.17,115.67,113.51,113.84,116.67,115.34,116.62
417.75,105.45,109.06,107.9,115.51,113.51,113.78,116.51,114.84,116.62
418,105.28,109.01,108.01,115.4,113.45,113.78,116.4,114.67,116.51
418.25,105.34,109.01,108.45,115.34,113.4,113.84,115.34,114.67,116.45
418.5,105.23,108.84,108.73,115.28,113.34,113.73,115.84,114.95,116.45
418.75,105.17,108.67,109.01,115.12,113.23,113.67,115.84,115.06,116.28
419,104.95,108.56,109.34,115.01,113.12,113.67,116.01,115.12,116.17
419.25,104.78,108.34,109.45,114.84,112.95,113.51,116.17,114.73,116.12
419.5,104.73,108.34,109.67,114.84,113.01,113.56,116.28,113.84,116.01
419.75,104.62,108.06,109.73,114.73,112.9,113.51,116.12,113.34,115.9
420,104.78,108.06,109.95,114.78,112.9,113.56,115.95,113.56,115.84
420.25,104.84,108.01,110.01,114.67,112.84,113.45,115.9,113.73,115.84
420.5,104.9,108.06,110.17,114.73,112.78,113.34,115.9,113.56,115.62
420.75,104.95,108.01,110.4,114.67,112.73,113.34,116.01,113.51,115.62
421,104.9,107.95,110.4,114.56,112.62,113.23,116.06,113.67,115.56
421.25,104.84,107.95,110.45,114.56,112.56,113.12,115.84,113.62,115.45
421.5,104.84,107.95,110.45,114.56,112.56,113.01,115.84,113.17,115.4
421.75,104.78,107.9,110.23,114.4,112.34,112.9,115.62,112.78,115.23
422,104.62,107.84,109.34,114.34,112.4,112.84,115.67,112.78,115.23
422.25,104.62,107.84,108.4,114.34,112.23,112.73,115.73,112.67,115.12
422.5,104.67,107.78,107.95,114.23,112.17,112.78,115.78,112.78,114.95
422.75,104.56,107.73,107.84,114.23,112.12,112.78,115.73,113.01,114.9
423,104.4,107.56,107.12,114.12,112.06,112.78,115.51,113.28,114.78
423.25,104.45,107.51,107.12,114.17,112.06,112.73,115.17,113.67,114.78
423.5,104.34,107.45,107.34,114.06,111.9,112.56,115.12,113.78,114.67
423.75,104.34,107.28,107.45,114.06,111.78,112.45,115.01,113.56,114.62
424,104.23,107.17,107.12,113.95,112.01,112.51,115.28,113.17,114.51
424.25,104.28,107.12,107.12,113.9,112.01,112.45,115.23,113.12,114.51
424.5,104.17,106.9,107.34,113.78,112.01,112.45,115.28,112.95,114.4
424.75,104.17,106.78,107.51,113.78,111.9,112.4,115.51,112.78,114.23
425,104.28,106.73,107.84,113.67,111.95,112.4,115.34,112.9,114.23
425.25,104.17,106.62,108.06,113.62,111.9,112.28,115.34,113.01,114.12
425.5,104.17,106.56,108.28,113.67,111.78,112.28,115.34,112.73,114.17
425.75,104.17,106.56,108.56,113.56,111.78,112.28,115.17,112.51,114.12
426,104.06,106.51,108.67,113.51,111.62,112.06,115.12,112.56,114.06
426.25,103.95,106.45,108.73,113.4,111.67,112.01,115.28,112.67,114.01
426.5,103.9,106.4,108.95,113.34,111.62,112.01,115.17,112.67,113.9
426.75,103.78,106.34,109.01,113.34,111.56,111.9,115.17,112.95,113.9
427,103.67,106.23,109.12,113.23,111.62,111.9,114.95,112.56,113.9
427.25,103.62,106.12,109.01,113.17,111.51,111.84,115.01,112.45,113.84
427.5,103.51,106.01,109.17,113.23,111.4,111.73,115.01,112.28,113.67
427.75,103.4,105.9,109.17,113.06,111.28,111.67,114.95,112.12,113.62
428,103.4,105.73,109.28,112.95,111.17,111.67,114.78,111.78,113.51
428.25,103.45,105.73,109.4,112.9,111.17,111.62,114.78,111.56,113.45
428.5,103.4,105.67,109.01,112.84,111.06,111.62,114.78,111.84,113.34
428.75,103.23,105.56,108.9,112.84,110.95,111.67,114.67,111.95,113.34
429,103.17,105.45,108.67,112.73,110.84,111.28,114.62,111.9,113.23
429.25,103.17,105.4,108.51,112.73,110.78,111.12,114.56,111.9,113.23
429.5,103.17,105.28,108.45,112.67,110.78,111.06,114.56,111.78,113.12
429.75,102.95,105.23,108.56,112.56,110.78,111.06,114.34,111.73,113.12
430,102.73,105.12,108.56,112.45,110.73,111.12,114.23,111.73,112.95
430.25,102.56,105.06,108.34,112.4,110.67,111.17,113.9,111.9,113.01
430.5,102.34,104.9,107.62,112.34,110.67,111.01,113.95,111.45,112.95
430.75,102.28,104.9,107.67,112.23,110.56,110.95,113.78,110.9,112.84
431,102.28,104.78,107.73,112.23,110.51,110.9,113.9,110.9,112.78
431.25,102.17,104.84,107.73,112.17,110.51,110.9,113.51,111.12,112.78
431.5,102.12,104.73,107.4,112.01,110.34,110.84,113.67,111.23,112.73
431.75,102.17,104.56,107.06,111.9,110.28,110.9,113.45,110.67,112.67
432,102.06,104.45,107.12,111.95,110.23,110.78,113.51,110.51,112.56
432.25,101.9,104.34,107.17,111.9,110.28,110.73,113.51,110.56,112.51
432.5,101.9,104.23,107.34,111.73,110.17,110.62,113.51,110.06,112.4
432.75,101.78,104.17,107.45,111.73,110.17,110.67,113.56,109.95,112.28
433,101.67,104.01,107.51,111.62,110.06,110.56,113.45,109.51,112.28
433.25,101.45,104.01,107.56,111.51,109.73,110.51,112.95,109.23,112.17
433.5,101.51,104.01,107.62,111.51,109.73,110.45,113.4,109.4,112.17
433.75,101.45,103.95,107.4,111.4,109.73,110.45,113.62,109.34,112.06
434,101.51,103.95,106.95,111.34,109.67,110.34,113.67,109.62,112.01
434.25,101.45,103.84,106.9,111.23,109.56,110.34,113.73,110.01,111.95
434.5,101.45,103.9,107.06,111.17,109.56,110.28,113.84,110.34,111.78
434.75,101.34,103.73,107.12,111.06,109.56,110.17,113.78,110.17,111.78
435,101.4,103.62,107.17,110.95,109.51,110.06,113.73,110.23,111.56
435.25,101.28,103.56,107.23,111.01,109.45,110.06,113.78,110.17,111.56
435.5,101.28,103.56,107.28,110.9,109.34,109.95,113.73,109.78,111.4
435.75,101.17,103.45,107.28,110.78,109.17,109.84,113.67,109.67,111.28
436,101.06,103.4,106.95,110.73,109.12,109.84,113.51,109.73,111.28
436.25,101.12,103.51,106.84,110.67,109.17,109.84,113.4,109.84,111.23
436.5,100.9,103.4,106.78,110.62,109.06,109.78,113.4,109.56,111.12
436.75,100.95,103.28,106.84,110.51,108.95,109.67,113.34,109.4,111.01
437,100.84,103.23,106.9,110.51,108.95,109.56,113.45,109.56,110.9
437.25,100.62,103.17,106.95,110.4,108.9,109.51,113.34,109.78,110.84
437.5,100.62,103.23,106.9,110.28,108.84,109.34,113.34,109.67,110.51
437.75,100.62,103.12,106.06,110.28,108.73,109.01,113.45,109.67,110.45
438,100.45,103.01,106.01,110.12,108.67,108.51,113.4,109.51,110.34
438.25,100.34,102.95,105.67,109.95,108.62,108.06,113.51,109.56,110.12
438.5,100.4,102.9,105.73,109.9,108.56,108.4,113.56,109.4,110.06
438.75,100.23,102.78,105.28,109.78,108.51,108.12,113.51,109.51,109.84
439,100.06,102.78,104.45,109.73,108.51,108.06,113.51,109.34,109.73
439.25,99.95,102.73,103.84,109.51,108.34,108.01,113.4,109.17,109.67
439.5,99.84,102.62,103.73,109.51,108.23,107.84,113.34,109.17,109.4
439.75,99.73,102.56,103.51,109.4,108.12,107.73,113.4,109.34,109.12
440,99.67,102.51,102.56,109.34,108.06,107.56,113.45,109.23,108.95
440.25,99.56,102.4,102.01,109.34,107.9,106.78,113.4,109.34,108.73
